Contact ID,Full Name,Email,Title,Phone,Location,Last Engagement Date,Engagement Score,Account ID
32f94f8d,Erika Moore,erika.moore@burton-woods.com,CFO,126.809.5623,Kingmouth,2025-02-20,73.79,ce08752d
6a0d46ee,Sara Ortiz,sara.ortiz@burton-woods.com,Director of Marketing,(649)080-5991x09210,South Margaret,2025-02-14,38.09,ce08752d
8a4ef8f3,Carrie Sweeney,carrie.sweeney@burton-woods.com,Customer Success Rep,794-700-2689,New Beverly,2025-03-09,83.17,ce08752d
65d17936,Roberta Riley,roberta.riley@burton-woods.com,Finance Manager,(066)494-3212x00191,Rojaschester,2025-03-08,25.24,ce08752d
2e9887f7,Roger Schmitt,roger.schmitt@wheeler.com,Demand Gen Manager,001-153-865-1428x875,Whiteside,2025-02-15,37.13,3db36c8c
a3584dcb,Jessica Dunn,jessica.dunn@wheeler.com,Head of Demand Gen,679-528-4575,North Julie,2025-03-30,35.74,3db36c8c
2755877c,Austin Scott,austin.scott@wheeler.com,Marketing Manager,157.832.2078x53391,Christophermouth,2025-03-30,35.23,3db36c8c
07f407c8,Jesus Richards,jesus.richards@wheeler.com,Director of Marketing,206-293-5903x39500,Fordmouth,2025-04-10,38.19,3db36c8c
dd5ac983,Mario Washington,mario.washington@wheeler.com,Procurement Specialist,528-810-0380x37866,East Joseph,2025-02-11,63.09,3db36c8c
0aa06805,Julia Price,julia.price@wheeler.com,Marketing Manager,(202)319-8026,Joshuabury,2025-03-29,2.04,3db36c8c
28fe4fc2,Katherine Acevedo,katherine.acevedo@wheeler.com,Procurement Specialist,+1-843-469-9053x279,Lake Deniseside,2025-02-27,74.33,3db36c8c
4c74929b,Colleen Smith,colleen.smith@wheeler.com,RevOps Manager,360.060.4138,Ricemouth,2025-04-04,72.21,3db36c8c
f416ca81,Sarah Lopez,sarah.lopez@wheeler.com,Marketing Operations Manager,606.821.0512x63621,New Sydney,2025-03-22,58.64,3db36c8c
88f23b59,Victoria Walker,victoria.walker@wheeler.com,CFO,001-044-168-9865x28717,Port Lisa,2025-02-08,62.2,3db36c8c
a510c7a9,Jennifer Smith,jennifer.smith@wheeler.com,Marketing Operations Manager,+1-790-127-8117x261,South Shannonchester,2025-03-03,32.12,3db36c8c
97e982b6,Kayla Brown,kayla.brown@wheeler.com,CMO,5039388195,Nelsonchester,2025-02-22,82.62,3db36c8c
d85d9e0e,Jeremy Grant,jeremy.grant@wheeler.com,CFO,001-765-791-3422,South Martin,2025-04-03,91.26,3db36c8c
ae3a1d87,Samantha Lewis,samantha.lewis@wheeler.com,Product Manager,970-774-1944x573,Lake Juan,2025-04-17,15.66,3db36c8c
88b56d38,Allison Flores,allison.flores@wheeler.com,Marketing Manager,840-364-0705x49480,New Randy,2025-04-01,19.26,3db36c8c
83670898,Raven Moss,raven.moss@young.org,Demand Gen Manager,001-938-463-3927x60682,Port Tylermouth,2025-04-26,23.83,f87a2032
8b854fba,Timothy Chen,timothy.chen@young.org,Director of Marketing,483-166-8220,Erinhaven,2025-02-10,54.57,f87a2032
73a26c47,Christina Henry,christina.henry@young.org,CMO,001-621-187-1283x89898,West Richard,2025-03-13,42.03,f87a2032
e5f10770,William Thompson,william.thompson@young.org,RevOps Manager,+1-176-225-9177,West Kurt,2025-04-09,38.58,f87a2032
f15a1c37,Lindsay Lee,lindsay.lee@young.org,Demand Gen Manager,(838)983-7270,Whiteborough,2025-05-05,12.56,f87a2032
2c1ee264,James Wilson,james.wilson@young.org,Finance Manager,411-241-4050x34766,Larsenmouth,2025-04-02,58.2,f87a2032
9a765ce8,Victoria Chavez,victoria.chavez@young.org,Software Engineer,851.351.3225x137,South Crystal,2025-04-04,15.43,f87a2032
f6986206,Sarah Bailey,sarah.bailey@young.org,CMO,544.434.8393,South Shannon,2025-04-12,79.97,f87a2032
cffbf7b2,Sandra Davis,sandra.davis@young.org,Director of Marketing,3921053147,Cassidystad,2025-02-09,14.77,f87a2032
27a8f985,Amanda Armstrong,amanda.armstrong@young.org,Product Manager,+1-197-491-1028,Trevinoborough,2025-03-19,44,f87a2032
a873a279,Mary Miller,mary.miller@young.org,VP of Marketing,001-924-760-0923x35755,New Jose,2025-05-02,75.49,f87a2032
4cf87f8d,Robert Allen,robert.allen@young.org,Customer Success Rep,001-498-272-5904,East Michelle,2025-03-16,5.12,f87a2032
3b4609e2,Jennifer Powell,jennifer.powell@young.org,Procurement Specialist,450923613,Lake Wesley,2025-04-29,71.33,f87a2032
ea7feaa8,Amanda Knox,amanda.knox@young.org,Software Engineer,219.971.7397,South Keithside,2025-04-09,67.8,f87a2032
75fb6dcf,Gregory Thomas,gregory.thomas@young.org,Customer Success Rep,677.477.8924x35792,Dunnfort,2025-03-02,72.49,f87a2032
70fb34fb,Angela Roberts,angela.roberts@young.org,HR Generalist,520.176.8909x8072,Brandibury,2025-02-22,13.18,f87a2032
d3437511,Matthew Howard,matthew.howard@young.org,HR Generalist,838205062,New Yolandahaven,2025-02-18,59.74,f87a2032
8357bdd9,Deborah Hayes,deborah.hayes@young.org,HR Generalist,001-836-237-0823x412,East Jamieland,2025-04-13,74.56,f87a2032
a01e849a,Michael Harris,michael.harris@young.org,HR Generalist,020-248-8609x309,New Ashleyborough,2025-05-03,70.81,f87a2032
8ca2ea27,Matthew Ellis,matthew.ellis@sanford.org,IT Support Specialist,428-254-2305x263,Port Brianview,2025-03-18,42.25,8c1f39a6
864a6740,Debra Evans,debra.evans@sanford.org,Marketing Manager,3440997798,Carlosbury,2025-02-12,63.66,8c1f39a6
12710fee,Mark Moore,mark.moore@sanford.org,Head of Demand Gen,+1-539-846-2248x866,New Brandiborough,2025-05-03,80.95,8c1f39a6
fef90a63,Allison Thompson,allison.thompson@sanford.org,CFO,(841)197-0213,Quinnhaven,2025-02-27,96.32,8c1f39a6
f7cb66a7,Nicholas Martinez,nicholas.martinez@sanford.org,Marketing Manager,227-519-7485,Deborahport,2025-04-16,64.01,8c1f39a6
18fe7612,Matthew Sullivan,matthew.sullivan@sanford.org,Marketing Manager,598.730.1624,New Candace,2025-03-06,36.14,8c1f39a6
7e1a4376,Kevin Price,kevin.price@sanford.org,RevOps Manager,(153)105-0614x70681,Anthonyview,2025-04-05,31.69,8c1f39a6
b6d7a90e,Sara Barrera,sara.barrera@sanford.org,Marketing Manager,+1-246-551-5857x09130,Davidtown,2025-04-30,15.01,8c1f39a6
1f0a2bad,Jeremy West,jeremy.west@sanford.org,Demand Gen Manager,9074070453,Patriciaton,2025-02-19,53.6,8c1f39a6
a8a12330,Ashley Larson,ashley.larson@sanford.org,IT Support Specialist,001-785-284-9127x5374,New Lisa,2025-04-11,67.28,8c1f39a6
24f72b55,Robert Howard,robert.howard@sanford.org,Demand Gen Manager,001-804-880-7669x0741,Marcusside,2025-03-20,8.42,8c1f39a6
b776beb6,Shelley Frazier,shelley.frazier@sanford.org,Procurement Specialist,7347551277,Jonesshire,2025-02-27,52.32,8c1f39a6
3fc98710,Bradley Brown,bradley.brown@sanford.org,Director of Marketing,(250)572-4547,South Jim,2025-04-24,20.79,8c1f39a6
64f68ecb,Erika Anderson,erika.anderson@sanford.org,Sales Representative,6153005884,Gutierrezchester,2025-03-02,26.84,8c1f39a6
4f5ca996,Diana Tran,diana.tran@sanford.org,Director of Marketing,(647)161-2467,Dominiquemouth,2025-04-23,6.25,8c1f39a6
bf840c5e,Kristen Baldwin,kristen.baldwin@ferrell-rocha.com,HR Generalist,(831)828-6157,Meganmouth,2025-03-27,85.5,f063249c
c26c93b7,Jeffrey Moore,jeffrey.moore@ferrell-rocha.com,Head of Demand Gen,+1-482-706-1566x55529,Deleonton,2025-04-07,4.25,f063249c
f9f9b92f,Eric Davis,eric.davis@ferrell-rocha.com,VP of Marketing,+1-847-852-6590x500,South Adam,2025-03-22,85.36,f063249c
621eb521,Melissa Walsh,melissa.walsh@ferrell-rocha.com,CFO,5770313182,Williamchester,2025-03-31,6.71,f063249c
ee4c241b,Andrew Crawford,andrew.crawford@ferrell-rocha.com,Marketing Manager,001-968-391-5105x828,Aaronstad,2025-04-05,23,f063249c
4e8b2f3c,Angela Shields,angela.shields@ferrell-rocha.com,Product Manager,660-182-9919x6467,Reedshire,2025-03-20,84.58,f063249c
4e9274ac,David Lane,david.lane@ferrell-rocha.com,Finance Manager,9154577216,Lake Samuelville,2025-04-11,25.53,f063249c
8b375548,Joseph Olson,joseph.olson@ferrell-rocha.com,Product Manager,+1-929-860-7854,East Loriside,2025-03-24,35.04,f063249c
54912ceb,Tanner Wilson,tanner.wilson@ferrell-rocha.com,Head of Demand Gen,413-918-8069x881,South Zacharystad,2025-03-10,83.71,f063249c
8945bd66,Tanya Mccarty,tanya.mccarty@ferrell-rocha.com,Procurement Specialist,4616548910,Zacharystad,2025-04-14,45.49,f063249c
0192c1e5,Steven Fischer,steven.fischer@ferrell-rocha.com,Head of Demand Gen,(252)807-4268x727,Joannaland,2025-04-05,7.25,f063249c
c99349c4,Zachary Clark,zachary.clark@ferrell-rocha.com,RevOps Manager,(979)408-2750,Amandaberg,2025-04-13,10.47,f063249c
67e4f144,Hector Moss,hector.moss@ferrell-rocha.com,Director of Marketing,001-467-874-9894,Port Jenniferfurt,2025-04-29,90.01,f063249c
9ae13a27,Summer Salazar,summer.salazar@ferrell-rocha.com,Procurement Specialist,007.174.2496,West Adammouth,2025-03-31,48.94,f063249c
ca40fb0d,Jeffrey Dunlap,jeffrey.dunlap@ferrell-rocha.com,CFO,833-380-5966x923,Lake Brettside,2025-03-17,21.33,f063249c
20854934,Catherine Barber,catherine.barber@ferrell-rocha.com,CMO,461-228-1852,East Sheila,2025-02-14,35.71,f063249c
a9f37e11,Janet Ramos,janet.ramos@ferrell-rocha.com,Software Engineer,733.782.8781,Cynthiafort,2025-02-28,57.71,f063249c
d20ef82e,Thomas Hernandez,thomas.hernandez@ferrell-rocha.com,Marketing Manager,+1-012-666-5038x315,Johnhaven,2025-04-07,91.14,f063249c
be4a365a,Justin Pope,justin.pope@franklin.biz,Head of Demand Gen,484-569-0031x40707,Russellburgh,2025-02-08,28.58,8036786c
032894f1,Teresa Smith,teresa.smith@franklin.biz,Director of Marketing,(700)570-5803x58107,East Cynthia,2025-02-22,37.19,8036786c
5c78d7a1,Jose Porter,jose.porter@franklin.biz,Marketing Operations Manager,337.083.0283,Lake Michelle,2025-02-06,75.58,8036786c
b7179162,Alexandria Davis,alexandria.davis@franklin.biz,Finance Manager,455.236.2189,Hartmanport,2025-02-13,42.95,8036786c
85952216,Paula Wolfe,paula.wolfe@franklin.biz,CFO,651-114-0539x55633,East Brianside,2025-02-12,73.1,8036786c
1e287c77,Dana Oconnor,dana.oconnor@franklin.biz,Director of Marketing,522-992-9881,Douglasport,2025-03-23,14.42,8036786c
f27ef7c1,Laura Mueller,laura.mueller@franklin.biz,Marketing Manager,874-763-7025,South Michael,2025-02-18,86.62,8036786c
1cd16ab3,Larry Flores,larry.flores@franklin.biz,Demand Gen Manager,290-753-1385,Carolmouth,2025-02-25,91.47,8036786c
b9237fa8,Jeffrey Christensen,jeffrey.christensen@franklin.biz,Marketing Manager,001-644-143-8502,Port William,2025-02-22,17.54,8036786c
a8a33bd6,Jennifer Rogers,jennifer.rogers@franklin.biz,Sales Representative,001-796-597-8437x6652,East Joyce,2025-02-05,21.09,8036786c
32900357,Heather Wilkinson,heather.wilkinson@franklin.biz,Head of Demand Gen,001-012-576-4544,Richardstad,2025-03-06,90.79,8036786c
f4722388,David Harris,david.harris@franklin.biz,Marketing Operations Manager,+1-660-025-4152,East Michael,2025-02-24,50.84,8036786c
dc672de0,Shannon Johnson,shannon.johnson@franklin.biz,CMO,961.909.3938x1193,East Suzanneville,2025-02-21,41.71,8036786c
f9105b7f,Trevor Rodriguez,trevor.rodriguez@franklin.biz,Head of Demand Gen,524.920.9623x4694,New Tammy,2025-04-11,49.93,8036786c
660a03d7,Julie Williams,julie.williams@franklin.biz,Director of Marketing,001-573-030-7898x7367,Paulchester,2025-02-06,41.43,8036786c
c07510e3,Christopher Blair,christopher.blair@franklin.biz,Procurement Specialist,(941)690-0870,Haleton,2025-04-25,83.06,8036786c
6986fc66,Katrina Walker,katrina.walker@franklin.biz,RevOps Manager,690.663.7300x5213,Johnsonmouth,2025-02-28,40.17,8036786c
9f8631ad,Kimberly Long,kimberly.long@franklin.biz,CFO,+1-472-483-5239x6338,North Davidtown,2025-02-24,51.43,8036786c
31b3dc02,Zachary Smith,zachary.smith@franklin.biz,Finance Manager,(429)745-8889,North Robertport,2025-02-17,64.7,8036786c
77f3a60f,Patrick Johnson,patrick.johnson@taylor-garcia.biz,Procurement Specialist,726-485-7716x88761,South Kristinatown,2025-02-26,5.16,771c2f7d
33d67f53,Stacy Harrison,stacy.harrison@taylor-garcia.biz,CFO,550.745.9776,Vegahaven,2025-04-14,9.77,771c2f7d
637f4814,Wanda Jackson,wanda.jackson@taylor-garcia.biz,Demand Gen Manager,757.508.7395,Robertsville,2025-03-28,67.02,771c2f7d
143d223d,Krista Wolfe,krista.wolfe@taylor-garcia.biz,CMO,6458609095,Port Jasminebury,2025-02-08,72.63,771c2f7d
87db02ac,Pamela Hebert,pamela.hebert@taylor-garcia.biz,Demand Gen Manager,(419)253-0504,Pughview,2025-04-04,31.62,771c2f7d
2c73931a,Julie Woods,julie.woods@taylor-garcia.biz,VP of Marketing,(724)790-7996x30219,Matthewside,2025-03-13,48.08,771c2f7d
173f4a04,Rebecca Price,rebecca.price@taylor-garcia.biz,CMO,(661)716-5604x7456,Lauratown,2025-04-12,23.07,771c2f7d
f73e3f65,Kimberly Porter,kimberly.porter@taylor-garcia.biz,Sales Representative,024.138.5961,Gallagherfurt,2025-04-29,19.63,771c2f7d
b9e008d6,Denise Mcdonald,denise.mcdonald@taylor-garcia.biz,RevOps Manager,(333)065-7763,Obrienmouth,2025-02-12,71.72,771c2f7d
a1c0bf1e,Seth Lewis,seth.lewis@taylor-garcia.biz,Product Manager,(912)817-3748x2602,Christinaburgh,2025-03-26,45.85,771c2f7d
0a7e83b4,Jennifer Watson,jennifer.watson@taylor-garcia.biz,Finance Manager,(583)623-5494x300,New Benjamin,2025-04-01,90.75,771c2f7d
f7a4f63d,Derek Brown,derek.brown@taylor-garcia.biz,Marketing Manager,011.690.9202x923,Roberttown,2025-02-12,58.44,771c2f7d
697227b4,Diana Cox,diana.cox@taylor-garcia.biz,Product Manager,276-595-3446,South Barbaratown,2025-05-04,72.62,771c2f7d
a4afaa62,Eric Gomez,eric.gomez@taylor-garcia.biz,Demand Gen Manager,001-078-502-0728x13173,Gillfort,2025-02-27,97.66,771c2f7d
0d198fcf,Scott Bautista,scott.bautista@taylor-garcia.biz,RevOps Manager,(242)748-0016x647,Chaseburgh,2025-04-10,76.57,771c2f7d
0357fe57,Deborah Koch,deborah.koch@taylor-garcia.biz,Finance Manager,173-050-3369x96884,Nelsonstad,2025-04-16,41.55,771c2f7d
715785d1,Gary Rowe,gary.rowe@taylor-garcia.biz,RevOps Manager,8532042292,Lawrenceborough,2025-05-04,6.37,771c2f7d
6ffd9393,Brianna Roach,brianna.roach@taylor-garcia.biz,Director of Marketing,+1-098-950-0751x82314,Samanthabury,2025-04-10,73.85,771c2f7d
bcb958ab,Sharon Tran,sharon.tran@white-white.net,Head of Demand Gen,+1-189-823-1828,Christinafort,2025-04-13,32.59,cc929459
7ccf9741,Chelsea Patterson,chelsea.patterson@white-white.net,VP of Marketing,(120)255-0556x34027,Lorifurt,2025-04-21,61.01,cc929459
d913aba4,Angel Bennett,angel.bennett@white-white.net,Demand Gen Manager,096-387-1244x48519,East Rick,2025-02-19,71.92,cc929459
da36b681,Veronica Shah,veronica.shah@white-white.net,Director of Marketing,001-910-549-4686x312,South Louisborough,2025-05-04,95.9,cc929459
a977a75e,Shannon Diaz,shannon.diaz@white-white.net,RevOps Manager,+1-781-119-2161x7016,Danielberg,2025-03-09,17.14,cc929459
2886cdc9,Todd Thompson,todd.thompson@white-white.net,HR Generalist,(669)599-0117x409,Lake Kathy,2025-04-22,3.09,cc929459
48cab9c9,Earl Graves,earl.graves@white-white.net,Marketing Manager,001-554-803-7668x3623,Port Tonyville,2025-03-20,18.88,cc929459
4374122c,Kevin Roberts,kevin.roberts@white-white.net,VP of Marketing,+1-604-219-8186x363,East Laurenland,2025-02-21,73.68,cc929459
76df2537,Stephen Nichols,stephen.nichols@white-white.net,Demand Gen Manager,(842)574-1489,Garrettview,2025-02-24,55.77,cc929459
30439130,Marissa Luna,marissa.luna@white-white.net,IT Support Specialist,960.769.0030,Davidsonmouth,2025-03-14,33.73,cc929459
6b194471,Christina Jackson,christina.jackson@white-white.net,VP of Marketing,373-818-9115,Port Hannahville,2025-04-24,95.66,cc929459
d41538e7,Katie Gutierrez,katie.gutierrez@white-white.net,CFO,+1-187-221-9268x096,Port Amberland,2025-04-17,96.39,cc929459
fb5a570b,Adam Rich,adam.rich@white-white.net,RevOps Manager,285.234.2422,Bakerville,2025-03-08,92.34,cc929459
c49760d0,Sheri Yoder,sheri.yoder@white-white.net,Finance Manager,+1-581-256-8856x93398,Bryantburgh,2025-02-16,55.26,cc929459
3a4316d8,Lance Novak,lance.novak@white-white.net,HR Generalist,425.129.9634x452,West Marcus,2025-02-16,35.72,cc929459
ffbfd726,Andrea Howell,andrea.howell@white-white.net,Marketing Manager,851-909-5626x2713,Port Stephaniemouth,2025-04-15,87.63,cc929459
34052207,Laura Pearson,laura.pearson@weeks.com,CMO,+1-684-177-8567,Loribury,2025-04-20,65.26,419cc460
36d56d31,Dana Wong,dana.wong@weeks.com,RevOps Manager,(397)711-2935,North Victorstad,2025-04-26,29.37,419cc460
0a745ec0,Adrian Adams,adrian.adams@weeks.com,Product Manager,001-213-784-9860x79579,Stacytown,2025-02-24,62.15,419cc460
28e3c8a0,Jessica Hicks,jessica.hicks@weeks.com,IT Support Specialist,+1-162-746-3363x32357,Port Barry,2025-05-01,97.26,419cc460
4fcef5e8,Kenneth Anderson,kenneth.anderson@weeks.com,Procurement Specialist,1531366320,West Jason,2025-03-22,71.95,419cc460
29b855ea,Maria Smith,maria.smith@weeks.com,Marketing Operations Manager,489-336-3690,East David,2025-03-01,63.05,419cc460
f29a7522,Edward Weaver,edward.weaver@weeks.com,Finance Manager,184.466.5794x07478,West Julia,2025-02-17,43.21,419cc460
770a5527,Jay Gardner,jay.gardner@weeks.com,Head of Demand Gen,+1-194-622-0764x9861,Lake Aprilview,2025-05-04,37.51,419cc460
bb75a839,Fernando Walker,fernando.walker@weeks.com,Sales Representative,389.772.5979x07241,Smithmouth,2025-03-31,66.71,419cc460
e1cbe7ac,Kendra Jones,kendra.jones@weeks.com,Marketing Operations Manager,(615)587-6272x469,Franklinton,2025-03-22,96.67,419cc460
5277833c,Barbara Zimmerman,barbara.zimmerman@weeks.com,Director of Marketing,+1-686-636-5881x599,Santanahaven,2025-03-20,13.26,419cc460
11162898,Angela Foster,angela.foster@weeks.com,Sales Representative,005-777-3977,Hernandezville,2025-04-19,62.8,419cc460
d999f011,Kaitlyn Jimenez,kaitlyn.jimenez@weeks.com,Procurement Specialist,001-531-327-2443x1205,New Micheal,2025-03-23,30,419cc460
b3ff4650,Joshua Ward,joshua.ward@weeks.com,CFO,122.050.4899,East Edwardmouth,2025-04-14,56.2,419cc460
6e40b345,Tyler Dominguez,tyler.dominguez@weeks.com,RevOps Manager,117.046.9651x32853,South Ryan,2025-02-06,15.33,419cc460
fdfbf70a,Alicia Jordan,alicia.jordan@ramos-wong.com,Head of Demand Gen,8384335245,Andrewport,2025-04-28,23.04,e2d3f376
5d1bf39c,Mary Patel,mary.patel@ramos-wong.com,CMO,(980)747-0758,Millermouth,2025-04-28,15.21,e2d3f376
5cf39536,Nicole Fuller,nicole.fuller@ramos-wong.com,VP of Marketing,(062)707-6778,Lake Briannaville,2025-03-23,21.83,e2d3f376
c45e8f39,Jessica Pittman,jessica.pittman@ramos-wong.com,Software Engineer,060-664-8381x069,Smithmouth,2025-04-12,31.27,e2d3f376
ed0d53fe,Rachel Fitzgerald,rachel.fitzgerald@ramos-wong.com,Software Engineer,(874)940-6033,Heidimouth,2025-02-16,39.77,e2d3f376
96e297f2,Richard Crawford,richard.crawford@ramos-wong.com,Finance Manager,+1-037-280-5140x7419,Greenland,2025-02-08,16.01,e2d3f376
f1a2525b,Brandy Reyes,brandy.reyes@ramos-wong.com,Director of Marketing,875-907-5107x14605,Ortizhaven,2025-02-05,32.76,e2d3f376
4dc7cf65,Sarah Gonzalez,sarah.gonzalez@ramos-wong.com,Head of Demand Gen,001-447-456-1070x755,Deborahstad,2025-02-22,60.2,e2d3f376
b7d968a5,Jennifer Levine,jennifer.levine@ramos-wong.com,Head of Demand Gen,+1-611-920-7237x15745,North Robin,2025-03-23,37.11,e2d3f376
6cb01015,Shannon Osborne,shannon.osborne@ramos-wong.com,Customer Success Rep,(548)709-4626x2597,Tylerport,2025-04-08,3.27,e2d3f376
f944862f,Henry Novak,henry.novak@ramos-wong.com,Marketing Manager,+1-257-069-8683x130,Mcintyreton,2025-03-30,64.89,e2d3f376
f5fac497,Christopher Mcclure,christopher.mcclure@ramos-wong.com,Marketing Operations Manager,001-494-487-8628x5738,Port Michelle,2025-04-06,75.99,e2d3f376
94e5d19d,Jerry Schroeder,jerry.schroeder@ramos-wong.com,Product Manager,240-573-9369,Alexanderfort,2025-04-06,73.86,e2d3f376
0901eb38,Jose Martin,jose.martin@ramos-wong.com,Product Manager,+1-514-273-5949x71012,Malonefort,2025-02-06,87.08,e2d3f376
767079f3,Justin Peterson,justin.peterson@ramos-wong.com,Product Manager,560.364.5095x93564,Burgessshire,2025-04-18,46.75,e2d3f376
c923f5a4,Matthew Hall,matthew.hall@ramos-wong.com,Product Manager,(344)742-8392x659,North Lisafurt,2025-04-27,9.9,e2d3f376
3626db36,Lauren Collins,lauren.collins@ramos-wong.com,Head of Demand Gen,001-162-364-9225x010,New Austin,2025-03-29,77.48,e2d3f376
06db5d18,Joshua Walters,joshua.walters@ramos-wong.com,Procurement Specialist,6286322854,Brendabury,2025-02-22,31.05,e2d3f376
6abe77cd,Dustin Andrews,dustin.andrews@ramos-wong.com,RevOps Manager,026-203-7669x8388,Snyderfort,2025-02-25,31.74,e2d3f376
a312549b,Susan Flores,susan.flores@james-berry.com,Marketing Manager,655-584-8802x136,Mooreland,2025-02-07,27.52,2f68c51a
f4845d9e,Catherine Jones,catherine.jones@james-berry.com,Head of Demand Gen,102-166-4501,South Jackieside,2025-03-12,1.22,2f68c51a
5504e5eb,Angela Guerra,angela.guerra@james-berry.com,Marketing Manager,515.906.6425x89000,Jessicatown,2025-02-11,22.26,2f68c51a
f0c5e3c5,Michael Carey,michael.carey@james-berry.com,Head of Demand Gen,+1-183-408-2298x5067,Port Jamesland,2025-04-15,34.94,2f68c51a
a9b48e5d,Nancy Perez,nancy.perez@james-berry.com,VP of Marketing,862.764.4704x18235,Boydborough,2025-02-06,8.34,2f68c51a
a27faf9f,Amber Juarez,amber.juarez@james-berry.com,Sales Representative,682.600.9095x4909,Ashleyborough,2025-02-27,31.62,2f68c51a
be8cbefa,Susan Ward,susan.ward@james-berry.com,Demand Gen Manager,001-586-796-2271,Port Ginaberg,2025-02-15,12.8,2f68c51a
adaa086c,Holly Martin,holly.martin@james-berry.com,Customer Success Rep,825.671.2706x4076,East Dakota,2025-03-05,56.81,2f68c51a
5dc3b7bb,Amy Williamson,amy.williamson@james-berry.com,Director of Marketing,304-147-2192x6113,Marissaburgh,2025-02-05,69.39,2f68c51a
fd2e040d,Charlotte Anderson,charlotte.anderson@james-berry.com,Procurement Specialist,228-767-0802,Port Ariana,2025-04-29,25.44,2f68c51a
c3c67b8a,Jamie Dawson,jamie.dawson@james-berry.com,CFO,+1-453-101-0709,Port Hannah,2025-04-26,74.85,2f68c51a
e52ef93f,Melissa Brock,melissa.brock@james-berry.com,Finance Manager,698-247-9631x21326,Gonzalezberg,2025-04-22,35.53,2f68c51a
988a6a6a,Sarah Wilkinson,sarah.wilkinson@james-berry.com,CMO,(457)944-0053,Janicechester,2025-03-04,45.7,2f68c51a
eef4867b,Jeanette Wu,jeanette.wu@james-berry.com,CMO,911-979-5394,Matthewberg,2025-03-02,71.55,2f68c51a
5facb4d9,Collin Davidson,collin.davidson@james-berry.com,Finance Manager,001-766-558-6826x4807,Frazierburgh,2025-02-09,41.53,2f68c51a
7b4274ae,Lindsey Hernandez,lindsey.hernandez@james-berry.com,CMO,+1-336-870-5467x0374,Lake Michael,2025-02-23,56.83,2f68c51a
fefd111e,Robert Shelton,robert.shelton@james-berry.com,CFO,(704)503-4226,East Jamieton,2025-04-28,23.86,2f68c51a
173a3bdf,Keith Fleming,keith.fleming@james-berry.com,Demand Gen Manager,687-079-8833x0712,Davidhaven,2025-02-08,63.16,2f68c51a
65fec1b1,Susan Bernard,susan.bernard@james-berry.com,IT Support Specialist,001-295-535-1039x2391,North Nina,2025-02-06,76.61,2f68c51a
cb190d65,Kristina Nichols,kristina.nichols@mcintosh.com,Software Engineer,5080893498,Crosbystad,2025-04-15,99.36,1f146396
7cd59d62,Christopher Gonzales,christopher.gonzales@mcintosh.com,Marketing Manager,001-849-322-5749x959,Port Traceyburgh,2025-04-11,28.16,1f146396
77b22be8,Gail Simpson,gail.simpson@mcintosh.com,VP of Marketing,664-346-9071,Patrickchester,2025-03-11,80.55,1f146396
ddcdf8fb,Ashley Burns,ashley.burns@mcintosh.com,Head of Demand Gen,281.033.4578x653,Berryfurt,2025-04-30,31.87,1f146396
0531322e,Jackson Pollard,jackson.pollard@mcintosh.com,IT Support Specialist,+1-226-668-0264,Thompsonbury,2025-03-05,78.38,1f146396
34bf18cc,Nicole Cross,nicole.cross@mcintosh.com,Demand Gen Manager,(923)009-8932x2791,Jasonborough,2025-04-10,19.63,1f146396
ff5df9b5,Belinda Johnson,belinda.johnson@mcintosh.com,Customer Success Rep,001-024-725-6906x40414,Carrillotown,2025-02-08,65.64,1f146396
88f4b98f,Belinda Moran,belinda.moran@mcintosh.com,Demand Gen Manager,(793)644-7520x59836,Raymondstad,2025-03-07,87.89,1f146396
00a7cd97,John Alvarez,john.alvarez@mcintosh.com,Marketing Manager,388.059.6250x1288,Port Tiffanyburgh,2025-03-31,26.74,1f146396
3edc09ba,Paul Long,paul.long@mcintosh.com,RevOps Manager,030-915-2611,Benjaminshire,2025-05-01,15.69,1f146396
d3165003,Alexander Schmitt,alexander.schmitt@mcintosh.com,CMO,(095)844-5088x470,Stacyfort,2025-04-13,73.63,1f146396
50f17b0e,Samantha Yang,samantha.yang@mcintosh.com,CMO,558.379.0257x0340,Davidmouth,2025-04-20,64.86,1f146396
1aac76bd,Gregory Booth,gregory.booth@mcintosh.com,Software Engineer,665-144-3391,Stacyfurt,2025-02-28,5.47,1f146396
e4106566,Ian Haney,ian.haney@mcintosh.com,Finance Manager,351.646.0484x7269,North Josebury,2025-03-29,25.71,1f146396
07f7c64e,Bobby Middleton,bobby.middleton@mcintosh.com,CFO,001-092-111-5046x108,Johnhaven,2025-03-25,98.93,1f146396
f0ea6738,Gloria Wolf,gloria.wolf@peterson.com,Sales Representative,+1-141-169-3149,Katherinestad,2025-03-03,32.7,7020d61a
c0bf6208,Mark Summers,mark.summers@peterson.com,Head of Demand Gen,+1-251-606-7376x86497,Port David,2025-04-22,61.33,7020d61a
04aeab9e,Leslie Weber,leslie.weber@peterson.com,Marketing Operations Manager,854.617.8564,Port Alishamouth,2025-03-20,63.75,7020d61a
19317602,Daniel Mcmahon,daniel.mcmahon@peterson.com,CMO,414.553.8519x11006,Cohenview,2025-03-08,19.18,7020d61a
ef82307a,Craig Walton,craig.walton@peterson.com,Marketing Operations Manager,(091)718-2304,Port Daniel,2025-04-18,88.99,7020d61a
